method_name,implementation,target_verify_mode,model_pair,target,draft,prompt_id,repeat,rtt_ms,upload_token_bytes,upload_bandwidth_mbps,uplink_bandwidth_mbps,downlink_token_bytes,downlink_fixed_bytes,downlink_bandwidth_mbps,max_new_tokens,draft_k,tree_width,generated_tokens,accepted_tokens,drafted_tokens,accept_rate,rounds,target_only_time,method_time,speedup_vs_target_only,matched_target_only,requires_target_match,validation_status,stochastic_seed,seed_strategy,temperature,top_k,top_p,sampling_filter,rejected_tokens,resample_count,bonus_sample_count,mean_checked_accept_prob,mean_first_accept_prob,first_token_accept_rate,target_zero_at_draft_count,target_zero_at_draft_rate,first_diff_index,extra_json,prefill_time,draft_generate_time,draft_structure_time,upload_wait_time,upload_latency_time,upload_transfer_time,upload_payload_bytes,uplink_transfer_time,network_wait_time,downlink_transfer_time,downlink_payload_bytes,cloud_verify_time,target_verify_time,posterior_accept_time,cache_update_time,probability_normalize_time,random_sample_time,accept_reject_time,resample_time,sampling_time,wasted_branch_time_or_tokens,total_decode_time
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,5.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9571876004338264,0.9571876004338264,1.0,True,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133}",0.027939103543758392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8876069355756044,0.8876069355756044,0.0,0.004068644717335701,0.026998141780495644,0.007442321628332138,0.0,0.0,0.0,0.0,0.9571876004338264
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,5.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9571876004338264,4.575677301734686,0.20919036403003047,False,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.1222506673638577,0.14811431356618135,0.23076923076923078,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1222506673638577, ""mean_first_accept_prob"": 0.14811431356618135, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.04991936683654785,1.776759872213006,0.0,0.13048000000000004,0.13000000000000006,0.00031359999999999987,392.0,0.00031359999999999987,0.13000000000000006,0.0001663999999999999,208.0,0.8290775660425425,0.8290775660425425,0.0,1.5868135802447796,0.1076677218079567,0.03809829615056515,0.008144274353981018,0.0035902149975299835,0.0,0.0,4.575677301734686
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,10.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9571876004338264,0.9571876004338264,1.0,True,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133}",0.027939103543758392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8876069355756044,0.8876069355756044,0.0,0.004068644717335701,0.026998141780495644,0.007442321628332138,0.0,0.0,0.0,0.0,0.9571876004338264
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,10.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9571876004338264,4.651982828974724,0.20575905707820213,False,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.1222506673638577,0.14811431356618135,0.23076923076923078,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1222506673638577, ""mean_first_accept_prob"": 0.14811431356618135, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.05028408579528332,1.7031514681875706,0.0,0.26048000000000004,0.2600000000000001,0.00031359999999999987,392.0,0.00031359999999999987,0.2600000000000001,0.0001663999999999999,208.0,0.8341896776109934,0.8341896776109934,0.0,1.598589712753892,0.10407494753599167,0.038624728098511696,0.012157944962382317,0.005002457648515701,0.0,0.0,4.651982828974724
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,20.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9571876004338264,0.9571876004338264,1.0,True,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133}",0.027939103543758392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8876069355756044,0.8876069355756044,0.0,0.004068644717335701,0.026998141780495644,0.007442321628332138,0.0,0.0,0.0,0.0,0.9571876004338264
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,20.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9571876004338264,5.0373865235596895,0.19001670726617698,False,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.1222506673638577,0.14811431356618135,0.23076923076923078,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1222506673638577, ""mean_first_accept_prob"": 0.14811431356618135, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.04933867231011391,1.7575913164764643,0.0,0.5204800000000002,0.5200000000000002,0.00031359999999999987,392.0,0.00031359999999999987,0.5200000000000002,0.0001663999999999999,208.0,0.8925124295055866,0.8925124295055866,0.0,1.5956779588013887,0.11112411879003048,0.03959013894200325,0.013863924890756607,0.008800458163022995,0.0,0.0,5.0373865235596895
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,50.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9571876004338264,0.9571876004338264,1.0,True,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133}",0.027939103543758392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8876069355756044,0.8876069355756044,0.0,0.004068644717335701,0.026998141780495644,0.007442321628332138,0.0,0.0,0.0,0.0,0.9571876004338264
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,50.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9571876004338264,5.801362380385399,0.1649935890352428,False,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.1222506673638577,0.14811431356618135,0.23076923076923078,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1222506673638577, ""mean_first_accept_prob"": 0.14811431356618135, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.05003687925636768,1.7719026878476143,0.0,1.3004800000000003,1.2999999999999994,0.00031359999999999987,392.0,0.00031359999999999987,1.2999999999999994,0.0001663999999999999,208.0,0.8337541166692972,0.8337541166692972,0.0,1.6328793000429869,0.11245526559650898,0.03586370497941971,0.00938635878264904,0.004244022071361542,0.0,0.0,5.801362380385399
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,100.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9571876004338264,0.9571876004338264,1.0,True,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133}",0.027939103543758392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8876069355756044,0.8876069355756044,0.0,0.004068644717335701,0.026998141780495644,0.007442321628332138,0.0,0.0,0.0,0.0,0.9571876004338264
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,100.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9571876004338264,7.347689248621464,0.13027056099486095,False,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.1222506673638577,0.14811431356618135,0.23076923076923078,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1222506673638577, ""mean_first_accept_prob"": 0.14811431356618135, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.050091199576854706,1.8627365101128817,0.0,2.60048,2.5999999999999988,0.00031359999999999987,392.0,0.00031359999999999987,2.5999999999999988,0.0001663999999999999,208.0,0.8845641277730465,0.8845641277730465,0.0,1.6967707071453333,0.1353999488055706,0.046781426295638084,0.01013372465968132,0.005445174872875214,0.0,0.0,7.347689248621464
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,150.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9571876004338264,0.9571876004338264,1.0,True,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133}",0.027939103543758392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8876069355756044,0.8876069355756044,0.0,0.004068644717335701,0.026998141780495644,0.007442321628332138,0.0,0.0,0.0,0.0,0.9571876004338264
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,150.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9571876004338264,9.624162070453167,0.09945672084767333,False,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.1222506673638577,0.14811431356618135,0.23076923076923078,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1222506673638577, ""mean_first_accept_prob"": 0.14811431356618135, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.05403346195816994,2.2708114963024855,0.0,3.9004799999999995,3.900000000000004,0.00031359999999999987,392.0,0.00031359999999999987,3.900000000000004,0.0001663999999999999,208.0,1.0812371633946896,1.0812371633946896,0.0,2.0397175047546625,0.14565509557724,0.047064393758773804,0.012369813397526741,0.0089486762881279,0.0,0.0,9.624162070453167
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,200.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9571876004338264,0.9571876004338264,1.0,True,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133}",0.027939103543758392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8876069355756044,0.8876069355756044,0.0,0.004068644717335701,0.026998141780495644,0.007442321628332138,0.0,0.0,0.0,0.0,0.9571876004338264
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,1,200.0,4,10.0,10.0,4,4,10.0,32,4,2,32,6,98,0.061224489795918366,26,0.9571876004338264,9.993298163637519,0.09578295221058572,False,False,ok,1010133,per-repeat,1.0,0,0.0,full_distribution,26,26,0,0.1222506673638577,0.14811431356618135,0.23076923076923078,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1010133, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 26, ""resample_count"": 26, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1222506673638577, ""mean_first_accept_prob"": 0.14811431356618135, ""first_token_accept_rate"": 0.23076923076923078, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.049140047281980515,1.7924274504184723,0.0,5.200479999999997,5.1999999999999975,0.00031359999999999987,392.0,0.00031359999999999987,5.1999999999999975,0.0001663999999999999,208.0,0.9468246717005968,0.9468246717005968,0.0,1.7448881343007088,0.1416915450245142,0.03978610970079899,0.010932667180895805,0.006615942344069481,0.0,0.0,9.993298163637519
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,2,0.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9851565752178431,0.9851565752178431,1.0,True,False,ok,1020140,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1020140}",0.0284609142690897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207061547785997,0.9207061547785997,0.0,0.006168477237224579,0.018796414136886597,0.008034396916627884,0.0,0.0,0.0,0.0,0.9851565752178431
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,2,0.0,4,10.0,10.0,4,4,10.0,32,4,2,32,5,106,0.04716981132075472,27,0.9851565752178431,4.464898020029068,0.2206448099818928,False,False,ok,1020140,per-repeat,1.0,0,0.0,full_distribution,27,27,0,0.1913057511543741,0.20825103980267293,0.14814814814814814,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1020140, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 27, ""resample_count"": 27, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1913057511543741, ""mean_first_accept_prob"": 0.20825103980267293, ""first_token_accept_rate"": 0.14814814814814814, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.0508797038346529,1.8429942224174738,0.0,0.0005119999999999998,0.0,0.0003391999999999998,424.0,0.0003391999999999998,0.0,0.0001727999999999999,216.0,0.8095510937273502,0.8095510937273502,0.0,1.55381597019732,0.1107679195702076,0.040287405252456665,0.010855823755264282,0.006306396797299385,0.0,0.0,4.464898020029068
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,2,5.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9851565752178431,0.9851565752178431,1.0,True,False,ok,1020140,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1020140}",0.0284609142690897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207061547785997,0.9207061547785997,0.0,0.006168477237224579,0.018796414136886597,0.008034396916627884,0.0,0.0,0.0,0.0,0.9851565752178431
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,2,5.0,4,10.0,10.0,4,4,10.0,32,4,2,32,5,106,0.04716981132075472,27,0.9851565752178431,4.72682623565197,0.2084181914256386,False,False,ok,1020140,per-repeat,1.0,0,0.0,full_distribution,27,27,0,0.1913057511543741,0.20825103980267293,0.14814814814814814,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1020140, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 27, ""resample_count"": 27, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1913057511543741, ""mean_first_accept_prob"": 0.20825103980267293, ""first_token_accept_rate"": 0.14814814814814814, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.052855584770441055,1.8928581085056067,0.0,0.135512,0.13500000000000006,0.0003391999999999998,424.0,0.0003391999999999998,0.13500000000000006,0.0001727999999999999,216.0,0.8461120557039976,0.8461120557039976,0.0,1.5802859906107187,0.12516498379409313,0.0433241855353117,0.005758894607424736,0.0037747304886579514,0.0,0.0,4.72682623565197
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,2,10.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9851565752178431,0.9851565752178431,1.0,True,False,ok,1020140,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1020140}",0.0284609142690897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207061547785997,0.9207061547785997,0.0,0.006168477237224579,0.018796414136886597,0.008034396916627884,0.0,0.0,0.0,0.0,0.9851565752178431
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,2,10.0,4,10.0,10.0,4,4,10.0,32,4,2,32,5,106,0.04716981132075472,27,0.9851565752178431,4.859180493280292,0.20274130104452912,False,False,ok,1020140,per-repeat,1.0,0,0.0,full_distribution,27,27,0,0.1913057511543741,0.20825103980267293,0.14814814814814814,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1020140, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 27, ""resample_count"": 27, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1913057511543741, ""mean_first_accept_prob"": 0.20825103980267293, ""first_token_accept_rate"": 0.14814814814814814, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.04898771271109581,1.8852458279579878,0.0,0.2705120000000001,0.27000000000000013,0.0003391999999999998,424.0,0.0003391999999999998,0.27000000000000013,0.0001727999999999999,216.0,0.8704780787229538,0.8704780787229538,0.0,1.5903993677347898,0.09811334311962128,0.0350706335157156,0.011250173673033714,0.004814542829990387,0.0,0.0,4.859180493280292
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,2,20.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9851565752178431,0.9851565752178431,1.0,True,False,ok,1020140,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1020140}",0.0284609142690897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207061547785997,0.9207061547785997,0.0,0.006168477237224579,0.018796414136886597,0.008034396916627884,0.0,0.0,0.0,0.0,0.9851565752178431
traditional-spec-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,2,20.0,4,10.0,10.0,4,4,10.0,32,4,2,32,5,106,0.04716981132075472,27,0.9851565752178431,5.417402047663927,0.1818503715526631,False,False,ok,1020140,per-repeat,1.0,0,0.0,full_distribution,27,27,0,0.1913057511543741,0.20825103980267293,0.14814814814814814,0,0.0,8,"{""sampling"": ""traditional_speculative"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1020140, ""gamma"": 4, ""target_verify_mode"": ""batch"", ""upstream_reference"": ""feifeibear/LLMSpeculativeSampling sampling/speculative_sampling.py"", ""rejected_tokens"": 27, ""resample_count"": 27, ""bonus_sample_count"": 0, ""mean_checked_accept_prob"": 0.1913057511543741, ""mean_first_accept_prob"": 0.20825103980267293, ""first_token_accept_rate"": 0.14814814814814814, ""target_zero_at_draft_count"": 0, ""target_zero_at_draft_rate"": 0.0, ""state_update_mode"": ""target_only_step""}",0.04918801411986351,1.9350009132176638,0.0,0.5405120000000001,0.5400000000000003,0.0003391999999999998,424.0,0.0003391999999999998,0.5400000000000003,0.0001727999999999999,216.0,0.9359280616044998,0.9359280616044998,0.0,1.7144172117114067,0.12753529474139214,0.04238167032599449,0.013685321435332298,0.0073240287601947784,0.0,0.0,5.417402047663927
target-only-sampling,kv-cache,batch,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,1,2,50.0,4,10.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.9851565752178431,0.9851565752178431,1.0,True,False,ok,1020140,per-repeat,1.0,0,0.0,full_distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,"{""sampling"": ""target_only"", ""temperature"": 1.0, ""top_k"": 0, ""top_p"": 0.0, ""sampling_filter"": ""full_distribution"", ""seed"": 1020140}",0.0284609142690897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207061547785997,0.9207061547785997,0.0,0.006168477237224579,0.018796414136886597,0.008034396916627884,0.0,0.0,0.0,0.0,0.9851565752178431
